PLOT,Accession,LOC,Year,REP,Block,Design,Trial,Settweight,NPH,Vigor,AUDPC_YMV,rAUDPC_YMV,AUDPC_YAD,rAUDPC_YAD,Yield per plot (kg),TTNPL,TTWPL,Yield_udj,YIELD,ATW,DMC,Oxint180Minutes,OXBI
60,TDrMeccakusa,Ibadan,2020,1,12,Augmented,APT,0.75,3,3,285,0.02375,287.5,0.023958333,4.50,1.0,1.5,9.00,9.00,1.50,29.33,1,-0.21
61,TDr9519177,Ibadan,2020,1,13,Augmented,APT,0.75,4,3,247.5,0.020625,131.25,0.0109375,14.10,2.0,3.5,28.20,28.20,1.76,34.00,1,-0.41
62,TDr9518544,Ibadan,2020,1,13,Augmented,APT,0.75,3,2,290,0.024166667,130,0.010833333,4.50,3.3,1.5,9.00,9.00,0.45,34.67,0,-0.28
63,TDrMeccakusa,Ibadan,2020,1,13,Augmented,APT,0.75,3,2,250,0.020833333,255,0.02125,8.40,2.3,2.8,16.80,16.80,1.20,25.33,0,-0.24
64,TDr1526027,Ibadan,2020,1,13,Augmented,APT,0.75,1,2,285,0.02375,120,0.01,2.50,2.0,2.5,5.00,5.00,1.25,28.00,0,-0.13
65,TDr8902665,Ibadan,2020,1,13,Augmented,APT,0.73,5,2,294,0.0245,240,0.02,10.10,1.6,2.0,20.20,20.20,1.26,35.33,0,-0.29
66,TDrMeccakusa,Ibadan,2020,1,14,Augmented,APT,0.75,3,2,250,0.020833333,200,0.016666667,9.00,2.3,3.0,18.00,18.00,1.29,32.00,0,-0.28
67,TDr9518544,Ibadan,2020,1,14,Augmented,APT,0.69,4,3,336,0.028,129,0.01075,9.20,2.8,2.3,18.40,18.40,0.84,32.00,0,-0.05
68,TDr1532006,Ibadan,2020,1,14,Augmented,APT,0.75,4,2,282,0.0235,120,0.01,17.20,2.5,4.3,34.40,34.40,1.72,26.00,1,-0.24
69,TDr9519177,Ibadan,2020,1,14,Augmented,APT,0.77,3,2,330,0.0275,145,0.012083333,9.10,1.3,3.0,18.20,18.20,2.28,34.00,0,0.20
70,TDr8902665,Ibadan,2020,1,14,Augmented,APT,0.76,4,2,281.25,0.0234375,210,0.0175,8.60,3.3,2.2,17.20,17.20,0.66,34.00,0,-0.26
71,TDrMeccakusa,Ibadan,2020,1,15,Augmented,APT,0.75,5,2,306,0.0255,237,0.01975,10.80,1.4,2.2,21.60,21.60,1.54,32.00,0,-0.17
72,TDr8902665,Ibadan,2020,1,15,Augmented,APT,0.75,4,2,285,0.02375,147,0.01225,7.40,1.3,1.9,14.80,14.80,1.48,36.00,0,-0.04
73,TDr9518544,Ibadan,2020,1,15,Augmented,APT,0.75,4,3,337.5,0.028125,138.75,0.0115625,6.58,3.0,1.6,13.16,13.16,0.55,23.33,0,-0.13
74,TDr9519177,Ibadan,2020,1,15,Augmented,APT,0.75,4,2,285,0.02375,168.75,0.0140625,10.67,1.8,2.7,21.34,21.34,1.52,26.00,0,-0.41
75,TDr1542027,Ibadan,2020,1,15,Augmented,APT,0.75,4,3,247.5,0.020625,153.75,0.0128125,21.80,1.3,5.5,43.60,43.60,4.36,29.33,1,0.16
76,TDr9519177,Ibadan,2020,1,16,Augmented,APT,0.74,3,2,322.5,0.026875,142.5,0.011875,13.49,2.0,4.5,26.98,26.98,2.25,29.33,1,-0.51
77,TDr1525151,Ibadan,2020,1,16,Augmented,APT,0.75,5,2,330,0.0275,120,0.01,6.80,2.0,1.4,13.60,13.60,0.68,30.00,0,0.10
78,TDr9518544,Ibadan,2020,1,16,Augmented,APT,0.69,5,3,327,0.02725,171,0.01425,8.78,1.4,1.8,21.95,17.56,1.25,34.00,0,-0.23
79,TDr8902665,Ibadan,2020,1,16,Augmented,APT,0.75,4,2,288,0.024,189,0.01575,10.48,2.3,2.6,20.96,20.96,1.16,31.33,,-0.42
80,TDrMeccakusa,Ibadan,2020,1,16,Augmented,APT,0.75,5,2,357,0.02975,240,0.02,8.32,0.8,1.7,16.64,16.64,2.08,29.33,0,0.08
81,TDrMeccakusa,Ibadan,2020,1,17,Augmented,APT,0.72,5,3,357,0.02975,261,0.02175,8.64,1.0,1.7,17.28,17.28,1.73,28.00,0,-0.02
82,TDr9519177,Ibadan,2020,1,17,Augmented,APT,0.75,5,2,306,0.0255,153,0.01275,12.54,2.0,2.5,25.08,25.08,1.25,32.00,,-0.23
83,TDr8902665,Ibadan,2020,1,17,Augmented,APT,0.74,4,3,313.75,0.026145833,197.5,0.016458333,5.89,1.0,1.5,11.78,11.78,1.47,30.67,0,-0.23
84,TDr9518544,Ibadan,2020,1,17,Augmented,APT,0.75,5,2,336,0.028,141,0.01175,12.55,2.0,2.5,25.10,25.10,1.26,35.33,,-0.23
85,TDr1531005,Ibadan,2020,1,17,Augmented,APT,0.75,4,3,311.25,0.0259375,142.5,0.011875,9.56,1.8,2.4,19.12,19.12,1.37,25.33,,0.06
86,TDr9518544,Ibadan,2020,1,18,Augmented,APT,0.75,3,2,280,0.023333333,135,0.01125,6.18,2.3,2.1,12.36,12.36,0.88,36.00,0,-0.21
87,TDrMeccakusa,Ibadan,2020,1,18,Augmented,APT,0.7,4,3,356.25,0.0296875,300,0.025,10.57,1.0,2.6,21.14,21.14,2.64,31.33,0,-0.08
88,TDr1525198,Ibadan,2020,1,18,Augmented,APT,0.75,4,3,281.25,0.0234375,138.75,0.0115625,15.07,1.3,3.8,30.14,30.14,3.01,28.67,1,0.10
89,TDr8902665,Ibadan,2020,1,18,Augmented,APT,0.75,5,2,240,0.02,195,0.01625,14.90,2.2,3.0,29.80,29.80,1.35,36.67,,-0.06
90,TDr9519177,Ibadan,2020,1,18,Augmented,APT,0.75,5,2,288,0.024,120,0.01,11.58,1.0,2.3,23.16,23.16,2.32,30.00,0,-0.26
91,TDr1525183,Ibadan,2020,1,19,Augmented,APT,0.75,5,2,252,0.021,135,0.01125,8.59,1.0,1.7,17.18,17.18,1.72,20.67,3,-0.31
92,TDr9519177,Ibadan,2020,1,19,Augmented,APT,0.73,5,2,294,0.0245,120,0.01,13.14,1.2,2.6,26.28,26.28,2.19,26.67,0,-0.44
93,TDrMeccakusa,Ibadan,2020,1,19,Augmented,APT,0.75,5,2,357,0.02975,255,0.02125,12.42,1.6,2.5,24.84,24.84,1.55,31.33,0,-0.28
94,TDr8902665,Ibadan,2020,1,19,Augmented,APT,0.75,5,2,279,0.02325,216,0.018,11.36,2.0,2.3,22.72,22.72,1.14,32.00,0,0.06
95,TDr9518544,Ibadan,2020,1,19,Augmented,APT,0.7,3,2,360,0.03,165,0.01375,3.64,2.0,1.2,7.28,7.28,0.61,30.67,1,-0.13
96,TDr1544004,Ibadan,2020,1,20,Augmented,APT,0.75,4,2,258.75,0.0215625,187.5,0.015625,5.74,1.5,1.4,11.48,11.48,0.96,23.33,0,0.01
97,TDr9519177,Ibadan,2020,1,20,Augmented,APT,0.72,5,3,246,0.0205,186,0.0155,12.70,1.2,2.5,25.40,25.40,2.12,30.67,0,-0.16
98,TDr9518544,Ibadan,2020,1,20,Augmented,APT,0.75,5,2,285,0.02375,156,0.013,9.00,2.0,1.8,18.00,18.00,0.90,32.00,1,-0.26
99,TDr8902665,Ibadan,2020,1,20,Augmented,APT,0.75,5,2,285,0.02375,231,0.01925,7.85,1.4,1.6,15.70,15.70,1.12,32.00,0,-0.04
100,TDrMeccakusa,Ibadan,2020,1,20,Augmented,APT,0.75,4,2,336,0.028,213,0.01775,6.01,1.0,1.5,12.02,12.02,1.50,29.33,0,-0.24
101,TDr8902665,Ibadan,2020,1,21,Augmented,APT,0.75,5,2,246,0.0205,201,0.01675,12.24,3.0,2.4,24.48,24.48,0.82,31.33,1,-0.07
102,TDr1525204,Ibadan,2020,1,21,Augmented,APT,0.75,4,2,336,0.028,153,0.01275,16.22,1.3,4.1,32.44,32.44,3.24,28.00,1,0.07
103,TDrMeccakusa,Ibadan,2020,1,21,Augmented,APT,0.75,5,2,327,0.02725,237,0.01975,10.75,1.2,2.2,21.50,21.50,1.79,30.67,0,0.19
104,TDr9519177,Ibadan,2020,1,21,Augmented,APT,0.75,5,2,261,0.02175,192,0.016,9.88,1.8,2.0,19.76,19.76,1.10,30.00,1,-0.04
105,TDr9518544,Ibadan,2020,1,21,Augmented,APT,0.75,3,2,325,0.027083333,235,0.019583333,4.62,1.7,1.5,9.24,9.24,0.92,32.00,1,-0.04
106,TDr8902665,Ibadan,2020,1,22,Augmented,APT,0.75,4,2,330,0.0275,157.5,0.013125,3.96,1.0,1.0,7.92,7.92,0.99,40.00,2,-0.31
107,TDr9519177,Ibadan,2020,1,22,Augmented,APT,0.75,5,2,273,0.02275,135,0.01125,15.81,2.2,3.2,31.62,31.62,1.44,30.67,3,-0.65
108,TDr9518544,Ibadan,2020,1,22,Augmented,APT,0.75,4,2,282,0.0235,130.5,0.010875,8.72,2.5,2.2,17.44,17.44,0.87,35.33,1,-0.27
109,TDrMeccakusa,Ibadan,2020,1,22,Augmented,APT,0.76,5,2,357,0.02975,264,0.022,8.21,1.0,1.6,16.42,16.42,1.64,31.33,0,-0.24
110,TDr1526006,Ibadan,2020,1,22,Augmented,APT,0.75,5,2,255,0.02125,135,0.01125,5.79,1.4,1.2,11.58,11.58,0.83,28.67,0,0.00
111,TDr8902665,Ibadan,2020,1,23,Augmented,APT,0.75,5,2,252,0.021,186,0.0155,8.32,2.0,1.7,16.64,16.64,0.83,32.67,0,-0.26
112,TDr9519177,Ibadan,2020,1,23,Augmented,APT,0.75,4,2,236.25,0.0196875,165,0.01375,12.48,2.3,3.1,24.96,24.96,1.39,27.33,2,-0.61
113,TDr9518544,Ibadan,2020,1,23,Augmented,APT,0.76,5,2,237,0.01975,141,0.01175,8.40,3.0,1.7,16.80,16.80,0.56,34.67,0,-0.08
114,TDr1525208,Ibadan,2020,1,23,Augmented,APT,0.75,5,2,126,0.0105,120,0.01,10.30,1.8,2.1,20.60,20.60,1.14,24.00,2,0.10
115,TDrMeccakusa,Ibadan,2020,1,23,Augmented,APT,0.75,5,3,306,0.0255,279,0.02325,6.58,1.2,1.3,13.16,13.16,1.10,31.33,0,0.01
1,TDr8902665,Ubiaja,2020,1,1,Augmented,APT,0.74,3,2,120,0.01,138.75,0.0115625,1.48,2,0.493333333,2.96,2.96,0.25,35.90,2,0.05
2,TDr9518544,Ubiaja,2020,1,1,Augmented,APT,0.56,4,2,240,0.02,105,0.00875,5.48,2.75,1.37,13.70,10.96,0.50,30.00,2,-0.46
3,TDrMeccakusa,Ubiaja,2020,1,1,Augmented,APT,0.65,4,3,187.5,0.015625,146.25,0.0121875,3.96,1.5,0.99,7.92,7.92,0.66,30.00,0,-0.17
4,TDr9519177,Ubiaja,2020,1,1,Augmented,APT,0.58,3,2,200,0.016666667,115,0.009583333,2.62,1.333333333,0.873333333,6.55,5.24,0.66,29.33,3,-0.27
5,TDr1532012,Ubiaja,2020,1,1,Augmented,APT,0.68,5,3,120,0.01,117,0.00975,4.33,1.6,0.866,8.66,8.66,0.54,31.33,2,0.05
6,TDrMeccakusa,Ubiaja,2020,1,2,Augmented,APT,0.64,3,2,220,0.018333333,160,0.013333333,1.61,1.666666667,0.536666667,3.22,3.22,0.32,31.33,0,-0.16
7,TDr9518544,Ubiaja,2020,1,2,Augmented,APT,0.52,0,2,168.75,0.0140625,112.5,0.009375,3.77,,,9.43,7.54,0.38,31.33,0,0.00
8,TDr8902665,Ubiaja,2020,1,2,Augmented,APT,0.64,0,3,167.5,0.013958333,105,0.00875,3.73,,,7.46,7.46,0.62,30.00,3,-0.09
9,TDr9519177,Ubiaja,2020,1,2,Augmented,APT,0.61,1,,240,0.02,90,0.0075,1.41,1,1.41,3.53,2.82,1.41,,,
10,TDr1525224,Ubiaja,2020,1,2,Augmented,APT,0.54,0,3,,,,,,,,,,,,,
11,TDr9519177,Ubiaja,2020,1,3,Augmented,APT,0.61,2,2,180,0.015,105,0.00875,2.36,2,1.18,5.90,4.72,0.59,26.00,2,-0.20
12,TDr8902665,Ubiaja,2020,1,3,Augmented,APT,0.66,5,3,135,0.01125,141,0.01175,2.41,2.6,0.482,4.82,4.82,0.19,34.67,1,-0.07
13,TDr1525113,Ubiaja,2020,1,3,Augmented,APT,0.62,4,2,249,0.02075,117,0.00975,2.03,1,0.5075,4.06,4.06,0.51,20.67,1,0.15
14,TDrMeccakusa,Ubiaja,2020,1,3,Augmented,APT,0.66,4,3,172.5,0.014375,168.75,0.0140625,3.35,1.25,0.8375,6.70,6.70,0.67,27.33,0,-0.16
15,TDr9518544,Ubiaja,2020,1,3,Augmented,APT,0.52,3,2,155,0.012916667,115,0.009583333,2.48,4,0.826666667,6.20,4.96,0.21,30.67,1,0.02
16,TDr9519177,Ubiaja,2020,1,4,Augmented,APT,0.62,4,3,183.75,0.0153125,101.25,0.0084375,1.41,2.25,0.3525,3.53,2.82,0.16,28.00,2,-0.21
17,TDr8902665,Ubiaja,2020,1,4,Augmented,APT,0.7,5,3,126,0.0105,96,0.008,2.41,1.8,0.482,4.82,4.82,0.27,34.67,1,-0.12
18,TDr1531002,Ubiaja,2020,1,4,Augmented,APT,0.6,4,2,123.75,0.0103125,105,0.00875,4.61,1,1.1525,9.22,9.22,1.15,22.00,2,-0.04
19,TDr9518544,Ubiaja,2020,1,4,Augmented,APT,0.51,4,3,138.75,0.0115625,116.25,0.0096875,4.62,3,1.155,11.55,9.24,0.39,31.33,2,-0.12
20,TDrMeccakusa,Ubiaja,2020,1,4,Augmented,APT,0.63,4,2,176.25,0.0146875,131.25,0.0109375,2.71,1.25,0.6775,5.42,5.42,0.54,26.00,1,-0.07
21,TDr9519177,Ubiaja,2020,1,5,Augmented,APT,0.62,3,2,140,0.011666667,105,0.00875,1.51,1.666666667,0.503333333,3.02,3.02,0.30,32.67,1,-0.38
22,TDr9518544,Ubiaja,2020,1,5,Augmented,APT,0.51,3,3,120,0.01,93.75,0.0078125,5.82,1.666666667,1.94,14.55,11.64,1.16,35.33,1,-0.21
23,TDr8902665,Ubiaja,2020,1,5,Augmented,APT,0.7,5,2,126,0.0105,108,0.009,3.03,1.2,0.606,6.06,6.06,0.51,32.67,1,0.13
24,TDrMeccakusa,Ubiaja,2020,1,5,Augmented,APT,0.72,3,3,183.75,0.0153125,112.5,0.009375,3,1.333333333,1,6.00,6.00,0.75,30.67,1,-0.15
25,TDr1542024,Ubiaja,2020,1,5,Augmented,APT,0.64,5,2,120,0.01,105,0.00875,3.42,1.4,0.684,6.84,6.84,0.49,30.67,1,0.09
26,TDr9518544,Ubiaja,2020,1,6,Augmented,APT,0.55,3,3,130,0.010833333,105,0.00875,3.22,3.333333333,1.073333333,8.05,6.44,0.32,26.67,3,-0.39
27,TDr1525178,Ubiaja,2020,1,6,Augmented,APT,0.62,4,3,120,0.01,90,0.0075,4.14,1,1.035,8.28,8.28,1.04,30.00,3,-0.24
28,TDr9519177,Ubiaja,2020,1,6,Augmented,APT,0.56,3,2,170,0.014166667,110,0.009166667,0.87,1.666666667,0.29,2.18,1.74,0.17,21.33,3,-0.42
29,TDr8902665,Ubiaja,2020,1,6,Augmented,APT,0.73,3,3,127.5,0.010625,105,0.00875,1.28,1.666666667,0.426666667,2.56,2.56,0.26,38.00,0,-0.04
30,TDrMeccakusa,Ubiaja,2020,1,6,Augmented,APT,0.67,4,3,206.25,0.0171875,112.5,0.009375,2.75,2,0.6875,5.50,5.50,0.34,30.00,0,0.15
31,TDr9519177,Ubiaja,2020,1,7,Augmented,APT,0.6,2,2,195,0.01625,105,0.00875,11.47,2,5.735,28.68,22.94,2.87,31.33,2,-0.37
32,TDr1525067,Ubiaja,2020,1,7,Augmented,APT,0.6,4,2,189,0.01575,105,0.00875,4.99,1,1.2475,9.98,9.98,1.25,32.67,2,0.35
33,TDrMeccakusa,Ubiaja,2020,1,7,Augmented,APT,0.74,4,2,127.5,0.010625,120,0.01,2.61,2.25,0.6525,5.22,5.22,0.29,32.00,1,0.20
34,TDr9518544,Ubiaja,2020,1,7,Augmented,APT,0.57,4,3,127.5,0.010625,105,0.00875,4.45,1.75,1.1125,11.13,8.90,0.64,32.67,1,-0.03
35,TDr8902665,Ubiaja,2020,1,7,Augmented,APT,0.77,2,2,120,0.01,112.5,0.009375,0.78,1,0.39,1.56,1.56,0.39,,,
36,TDr8902665,Ubiaja,2020,1,8,Augmented,APT,0.72,3,2,145,0.012083333,125,0.010416667,3.03,2.333333333,1.01,6.06,6.06,0.43,35.33,0,0.06
37,TDr9519177,Ubiaja,2020,1,8,Augmented,APT,0.63,4,3,206.25,0.0171875,105,0.00875,2.47,3,0.6175,6.18,4.94,0.21,30.67,3,-0.40
38,TDr9518544,Ubiaja,2020,1,8,Augmented,APT,0.54,4,2,191.25,0.0159375,105,0.00875,4.98,3.5,1.245,12.45,9.96,0.36,34.00,3,-0.26
39,TDr1542068,Ubiaja,2020,1,8,Augmented,APT,0.65,3,3,120,0.01,93,0.00775,3.34,1,1.113333333,6.68,6.68,1.11,29.33,3,-0.27
40,TDrMeccakusa,Ubiaja,2020,1,8,Augmented,APT,0.75,5,2,165,0.01375,117,0.00975,4.54,1.8,0.908,9.08,9.08,0.50,30.88,1,-0.04
41,TDrMeccakusa,Ubiaja,2020,1,9,Augmented,APT,0.74,5,2,141,0.01175,114,0.0095,4.52,1.4,0.904,9.04,9.04,0.65,28.67,0,0.25
42,TDr1525145,Ubiaja,2020,1,9,Augmented,APT,0.6,4,3,150,0.0125,105,0.00875,3.66,1,0.915,7.32,7.32,0.92,26.67,2,0.19
43,TDr9518544,Ubiaja,2020,1,9,Augmented,APT,0.58,3,2,190,0.015833333,105,0.00875,2.97,2.333333333,0.99,7.43,5.94,0.42,31.33,0,0.14
44,TDr8902665,Ubiaja,2020,1,9,Augmented,APT,0.72,4,3,157.5,0.013125,101.25,0.0084375,4.46,1.25,1.115,11.15,8.92,0.89,29.33,2,-0.02
45,TDr9519177,Ubiaja,2020,1,9,Augmented,APT,0.62,3,2,190,0.015833333,105,0.00875,2.33,1.666666667,0.776666667,5.83,4.66,0.47,20.00,3,-0.49
46,TDr8902665,Ubiaja,2020,1,10,Augmented,APT,0.7,1,3,145,0.012083333,115,0.009583333,1.55,1,1.55,3.88,3.10,1.55,,,
47,TDrMeccakusa,Ubiaja,2020,1,10,Augmented,APT,0.63,4,2,156,0.013,108,0.009,2.7,1,0.675,5.40,5.40,0.68,27.33,2,-0.35
48,TDr1526015,Ubiaja,2020,1,10,Augmented,APT,0.65,2,3,120,0.01,105,0.00875,3.26,1,1.63,8.15,6.52,1.63,26.67,3,-0.20
49,TDr9519177,Ubiaja,2020,1,10,Augmented,APT,0.63,2,2,195,0.01625,105,0.00875,2.63,1.5,1.315,6.58,5.26,0.88,29.33,2,-0.44
50,TDr9518544,Ubiaja,2020,1,10,Augmented,APT,0.54,4,3,120,0.01,105,0.00875,5.59,3.25,1.3975,13.98,11.18,0.43,32.00,1,0.15
51,TDr9518544,Ubiaja,2020,1,11,Augmented,APT,0.42,3,2,155,0.012916667,105,0.00875,4.82,1.666666667,1.606666667,16.07,9.64,0.96,30.67,2,-0.10
52,TDr1525210,Ubiaja,2020,1,11,Augmented,APT,0.7,4,3,153,0.01275,96,0.008,5.32,1,1.33,10.64,10.64,1.33,20.00,3,-0.38
53,TDrMeccakusa,Ubiaja,2020,1,11,Augmented,APT,0.67,3,2,165,0.01375,108.75,0.0090625,3.72,1.333333333,1.24,9.30,7.44,0.93,29.33,2,-0.12
54,TDr9519177,Ubiaja,2020,1,11,Augmented,APT,0.58,3,2,185,0.015416667,115,0.009583333,1.27,2,0.423333333,3.18,2.54,0.21,27.69,2,-0.13
55,TDr8902665,Ubiaja,2020,1,11,Augmented,APT,0.7,5,3,120,0.01,120,0.01,5.26,2,1.052,10.52,10.52,0.53,34.00,2,0.01
56,TDr9519177,Ubiaja,2020,1,12,Augmented,APT,0.54,3,2,120,0.01,105,0.00875,4.3,2.333333333,1.433333333,10.75,8.60,0.61,32.67,0,0.21
57,TDr9518544,Ubiaja,2020,1,12,Augmented,APT,0.42,2,3,195,0.01625,105,0.00875,1.98,3,0.99,6.60,3.96,0.33,32.67,0,0.04
58,TDr1554004,Ubiaja,2020,1,12,Augmented,APT,0.63,3,2,176.25,0.0146875,112.5,0.009375,2.2,1.333333333,0.733333333,5.50,4.40,0.55,41.44,2,0.22
59,TDr8902665,Ubiaja,2020,1,12,Augmented,APT,0.75,3,2,120,0.01,103.5,0.008625,2.75,2,0.916666667,5.50,5.50,0.46,35.33,1,0.03
60,TDrMeccakusa,Ubiaja,2020,1,12,Augmented,APT,0.64,4,3,176.25,0.0146875,108.75,0.0090625,2.71,1.75,0.6775,6.78,5.42,0.39,23.33,0,-0.05
61,TDr9519177,Ubiaja,2020,1,13,Augmented,APT,0.6,4,2,205.5,0.017125,105,0.00875,4.88,3.75,1.22,12.20,9.76,0.33,26.67,0,-0.23
62,TDr9518544,Ubiaja,2020,1,13,Augmented,APT,0.44,3,2,130,0.010833333,100,0.008333333,2.95,2.333333333,0.983333333,9.83,5.90,0.42,30.00,3,-0.29
63,TDrMeccakusa,Ubiaja,2020,1,13,Augmented,APT,0.74,5,2,135,0.01125,108,0.009,5.45,2,1.09,10.90,10.90,0.55,28.00,0,-0.14
64,TDr1526027,Ubiaja,2020,1,13,Augmented,APT,0.74,4,2,186,0.0155,105,0.00875,3.2,1.25,0.8,6.40,6.40,0.64,12.67,3,-0.17
65,TDr8902665,Ubiaja,2020,1,13,Augmented,APT,0.71,5,2,129,0.01075,120,0.01,2.91,1.8,0.582,5.82,5.82,0.32,32.67,0,-0.13
66,TDrMeccakusa,Ubiaja,2020,1,14,Augmented,APT,0.75,2,3,168.75,0.0140625,112.5,0.009375,1.29,1.5,0.645,2.58,2.58,0.43,26.00,1,0.02
67,TDr9518544,Ubiaja,2020,1,14,Augmented,APT,0.4,2,2,130,0.010833333,112.5,0.009375,2.54,2.5,1.27,8.47,5.08,0.51,34.00,2,-0.13
68,TDr1532006,Ubiaja,2020,1,14,Augmented,APT,0.7,4,2,138.75,0.0115625,101.25,0.0084375,5.11,1.75,1.2775,10.22,10.22,0.73,26.00,2,-0.10
69,TDr9519177,Ubiaja,2020,1,14,Augmented,APT,0.56,2,3,210,0.0175,97.5,0.008125,0.76,2,0.38,1.90,1.52,0.19,28.00,1,-0.10
70,TDr8902665,Ubiaja,2020,1,14,Augmented,APT,0.75,3,2,120,0.01,95,0.007916667,4.22,2.333333333,1.406666667,8.44,8.44,0.60,38.67,2,-0.01
71,TDrMeccakusa,Ubiaja,2020,1,15,Augmented,APT,0.67,4,3,136.5,0.011375,132,0.011,3.98,1.5,0.995,7.96,7.96,0.66,24.00,0,-0.15
72,TDr8902665,Ubiaja,2020,1,15,Augmented,APT,0.72,2,2,120,0.01,95,0.007916667,3.61,2.5,1.805,7.22,7.22,0.72,36.00,1,-0.12
73,TDr9518544,Ubiaja,2020,1,15,Augmented,APT,0.4,3,2,130,0.010833333,95,0.007916667,3.41,3,1.136666667,11.37,6.82,0.38,30.67,0,-0.07
74,TDr9519177,Ubiaja,2020,1,15,Augmented,APT,0.51,4,2,183.75,0.0153125,105,0.00875,4.21,2.25,1.0525,10.53,8.42,0.47,28.00,2,-0.23
75,TDr1542027,Ubiaja,2020,1,15,Augmented,APT,0.7,5,2,159,0.01325,93,0.00775,4.26,1,0.852,8.52,8.52,0.85,27.33,0,-0.07
76,TDr9519177,Ubiaja,2020,1,16,Augmented,APT,0.51,2,3,170,0.014166667,115,0.009583333,1.5,2,0.75,3.75,3.00,0.38,29.33,2,-0.28
77,TDr1525151,Ubiaja,2020,1,16,Augmented,APT,0.71,2,3,180,0.015,93.75,0.0078125,1.09,1.5,0.545,2.18,2.18,0.36,,,
78,TDr9518544,Ubiaja,2020,1,16,Augmented,APT,0.43,3,2,130,0.010833333,105,0.00875,2.96,2.666666667,0.986666667,9.87,5.92,0.37,30.67,0,-0.06
79,TDr8902665,Ubiaja,2020,1,16,Augmented,APT,0.73,4,3,120,0.01,93.75,0.0078125,3.05,1.5,0.7625,6.10,6.10,0.51,30.00,2,-0.11
80,TDrMeccakusa,Ubiaja,2020,1,16,Augmented,APT,0.63,4,2,156,0.013,123,0.01025,2.61,1.25,0.6525,5.22,5.22,0.52,27.33,1,-0.13
81,TDrMeccakusa,Ubiaja,2020,1,17,Augmented,APT,0.6,5,2,174,0.0145,102,0.0085,7.85,1.6,1.57,15.70,15.70,0.98,29.33,2,-0.02
82,TDr9519177,Ubiaja,2020,1,17,Augmented,APT,0.51,4,3,168.75,0.0140625,101.25,0.0084375,2.98,2.75,0.745,7.45,5.96,0.27,27.33,2,-0.32
83,TDr8902665,Ubiaja,2020,1,17,Augmented,APT,0.77,4,2,120,0.01,97.5,0.008125,3.52,1.5,0.88,7.04,7.04,0.59,32.67,0,-0.03
84,TDr9518544,Ubiaja,2020,1,17,Augmented,APT,0.43,3,3,155,0.012916667,100,0.008333333,4.54,6,1.513333333,15.13,9.08,0.25,28.00,0,-0.03
85,TDr1531005,Ubiaja,2020,1,17,Augmented,APT,0.79,5,2,150,0.0125,102,0.0085,5.59,1.4,1.118,11.18,11.18,0.80,18.00,3,-0.27
86,TDr9518544,Ubiaja,2020,1,18,Augmented,APT,0.37,2,3,130,0.010833333,110,0.009166667,3.57,2,1.785,11.90,7.14,0.89,28.67,2,-0.08
87,TDrMeccakusa,Ubiaja,2020,1,18,Augmented,APT,0.68,4,,131.25,0.0109375,127.5,0.010625,2.87,1.75,0.7175,5.74,5.74,0.41,32.67,0,-0.04
88,TDr1525198,Ubiaja,2020,1,18,Augmented,APT,0,0,2,,,,,,,,,,,,,
89,TDr8902665,Ubiaja,2020,1,18,Augmented,APT,0.68,4,3,120,0.01,99,0.00825,5,2.75,1.25,10.00,10.00,0.45,32.00,0,0.03
90,TDr9519177,Ubiaja,2020,1,18,Augmented,APT,0.56,3,2,170,0.014166667,100,0.008333333,2.52,1.666666667,0.84,6.30,5.04,0.50,28.67,1,-0.03
91,TDr1525183,Ubiaja,2020,1,19,Augmented,APT,0.75,4,3,180,0.015,93,0.00775,4.38,1,1.095,8.76,8.76,1.10,23.33,3,-0.05
92,TDr9519177,Ubiaja,2020,1,19,Augmented,APT,0.56,3,2,176.25,0.0146875,93.75,0.0078125,1.69,1.666666667,0.563333333,4.23,3.38,0.34,28.67,3,-0.36
93,TDrMeccakusa,Ubiaja,2020,1,19,Augmented,APT,0.63,4,3,174,0.0145,129,0.01075,2.76,1.25,0.69,5.52,5.52,0.55,28.67,2,-0.10
94,TDr8902665,Ubiaja,2020,1,19,Augmented,APT,0.69,4,2,120,0.01,96,0.008,2.54,2.25,0.635,5.08,5.08,0.28,34.67,2,-0.04
95,TDr9518544,Ubiaja,2020,1,19,Augmented,APT,0.42,3,2,195,0.01625,105,0.00875,3.14,3.666666667,1.046666667,10.47,6.28,0.29,30.00,1,-0.06
96,TDr1544004,Ubiaja,2020,1,20,Augmented,APT,0.63,5,2,120,0.01,105,0.00875,4.43,2,0.886,8.86,8.86,0.44,26.67,0,-0.12
97,TDr9519177,Ubiaja,2020,1,20,Augmented,APT,0.53,3,2,170,0.014166667,110,0.009166667,2.44,1.333333333,0.813333333,6.10,4.88,0.61,26.67,3,-0.49
98,TDr9518544,Ubiaja,2020,1,20,Augmented,APT,0.39,2,3,157.5,0.013125,105,0.00875,3.04,4,1.52,10.13,6.08,0.38,28.00,1,-0.16
99,TDr8902665,Ubiaja,2020,1,20,Augmented,APT,0.69,3,2,120,0.01,130,0.010833333,2.14,2,0.713333333,4.28,4.28,0.36,34.67,1,-0.05
100,TDrMeccakusa,Ubiaja,2020,1,20,Augmented,APT,0.78,5,2,165,0.01375,111,0.00925,3.93,3,0.786,7.86,7.86,0.26,31.33,2,-0.18
